*Time (s),Line A (?)
1291,-2.54E-04
1292,-1.03E-03
1293,-1.65E-03
1294,-1.96E-03
1295,-1.89E-03
1296,-1.45E-03
1297,-7.25E-04
1298,1.16E-04
1299,8.98E-04
1300,1.46E-03
1301,1.67E-03
1302,1.49E-03
1303,9.50E-04
1304,1.43E-04
1305,-7.64E-04
1306,-1.58E-03
1307,-2.10E-03
1308,-2.20E-03
1309,-1.82E-03
1310,-1.03E-03
1311,-1.48E-05
1312,9.96E-04
1313,1.78E-03
1314,2.17E-03
1315,2.13E-03
1316,1.70E-03
1317,9.87E-04
1318,1.62E-04
1319,-6.07E-04
1320,-1.17E-03
1321,-1.41E-03
1322,-1.28E-03
1323,-8.20E-04
1324,-1.11E-04
1325,7.07E-04
1326,1.48E-03
1327,2.08E-03
1328,2.39E-03
1329,2.38E-03
1330,2.04E-03
1331,1.43E-03
1332,6.42E-04
1333,-2.07E-04
1334,-9.80E-04
1335,-1.54E-03
1336,-1.79E-03
1337,-1.66E-03
1338,-1.18E-03
1339,-4.67E-04
1340,3.12E-04
1341,9.58E-04
1342,1.31E-03
1343,1.28E-03
1344,9.03E-04
1345,2.64E-04
1346,-4.85E-04
1347,-1.18E-03
1348,-1.67E-03
1349,-1.85E-03
1350,-1.68E-03
1351,-1.21E-03
1352,-5.68E-04
1353,8.13E-05
1354,5.65E-04
1355,7.62E-04
1356,6.27E-04
1357,1.94E-04
1358,-4.38E-04
1359,-1.13E-03
1360,-1.72E-03
1361,-2.08E-03
1362,-2.10E-03
1363,-1.75E-03
1364,-1.10E-03
1365,-3.15E-04
1366,4.15E-04
1367,9.13E-04
1368,1.10E-03
1369,9.95E-04
1370,7.01E-04
1371,3.46E-04
1372,4.68E-05
1373,-1.15E-04
1374,-9.91E-05
1375,9.70E-05
1376,4.41E-04
1377,8.72E-04
1378,1.32E-03
1379,1.70E-03
1380,1.96E-03
1381,2.06E-03
1382,1.99E-03
1383,1.76E-03
1384,1.44E-03
1385,1.05E-03
1386,6.76E-04
1387,3.46E-04
1388,9.65E-05
1389,-5.71E-05
1390,-1.18E-04
1391,-1.00E-04
1392,-3.03E-05
1393,6.05E-05
1394,1.33E-04
1395,1.43E-04
1396,5.19E-05
1397,-1.66E-04
1398,-4.98E-04
1399,-8.87E-04
1400,-1.25E-03
1401,-1.48E-03
1402,-1.54E-03
1403,-1.40E-03
1404,-1.08E-03
1405,-6.54E-04
1406,-2.09E-04
1407,1.48E-04
1408,3.35E-04
1409,3.22E-04
1410,1.43E-04
1411,-1.21E-04
1412,-3.72E-04
1413,-5.31E-04
1414,-5.64E-04
1415,-4.68E-04
1416,-2.74E-04
1417,-3.24E-05
1418,2.01E-04
1419,3.81E-04
1420,4.64E-04
1421,4.21E-04
1422,2.39E-04
1423,-6.76E-05
1424,-4.55E-04
1425,-8.54E-04
1426,-1.18E-03
1427,-1.37E-03
1428,-1.39E-03
1429,-1.23E-03
1430,-9.19E-04
1431,-5.24E-04
1432,-1.16E-04
1433,2.28E-04
1434,4.39E-04
1435,4.88E-04
1436,4.00E-04
1437,2.51E-04
1438,1.38E-04
1439,1.38E-04
1440,2.99E-04
1441,6.12E-04
1442,1.04E-03
1443,1.52E-03
1444,1.98E-03
1445,2.38E-03
1446,2.65E-03
1447,2.77E-03
1448,2.72E-03
1449,2.53E-03
1450,2.20E-03
1451,1.76E-03
1452,1.27E-03
1453,7.65E-04
1454,2.95E-04
1455,-9.22E-05
1456,-3.70E-04
1457,-5.17E-04
1458,-5.48E-04
1459,-4.94E-04
1460,-4.01E-04
1461,-3.20E-04
1462,-2.87E-04
1463,-0.000320573
1464,-4.24E-04
1465,-5.96E-04
1466,-8.35E-04
1467,-1.12E-03
1468,-1.41E-03
1469,-1.65E-03
1470,-1.76E-03
1471,-1.73E-03
1472,-1.55E-03
1473,-1.23E-03
1474,-8.21E-04
1475,-3.64E-04
1476,6.73E-05
1477,4.05E-04
1478,6.00E-04
1479,6.35E-04
1480,5.29E-04
1481,3.21E-04
1482,5.70E-05
1483,-2.18E-04
1484,-4.70E-04
1485,-6.69E-04
1486,-7.90E-04
1487,-8.11E-04
1488,-7.23E-04
1489,-5.30E-04
1490,-2.63E-04
1491,2.12E-05
1492,2.48E-04
1493,3.45E-04
1494,2.61E-04
1495,-9.00E-06
1496,-4.22E-04
1497,-8.91E-04
1498,-1.29E-03
1499,-1.50E-03
1500,-1.42E-03
1501,-1.00E-03
1502,-3.00E-04
1503,5.60E-04
1504,1.42E-03
1505,2.13E-03
1506,2.60E-03
1507,2.80E-03
1508,2.76E-03
1509,2.50E-03
1510,2.09E-03
1511,1.59E-03
1512,1.05E-03
1513,5.29E-04
1514,7.21E-05
1515,-2.78E-04
1516,-4.86E-04
1517,-5.32E-04
1518,-4.05E-04
1519,-1.17E-04
1520,2.94E-04
1521,7.73E-04
1522,1.24E-03
1523,1.60E-03
1524,1.78E-03
1525,1.70E-03
1526,1.36E-03
1527,7.84E-04
1528,3.52E-05
1529,-7.64E-04
1530,-1.47E-03
1531,-1.95E-03
1532,-2.08E-03
1533,-1.83E-03
1534,-1.26E-03
1535,-5.12E-04
1536,2.15E-04
1537,7.31E-04
1538,9.04E-04
1539,6.97E-04
1540,1.54E-04
1541,-6.03E-04
1542,-1.41E-03
1543,-2.09E-03
1544,-2.48E-03
1545,-2.47E-03
1546,-2.05E-03
1547,-1.29E-03
1548,-3.83E-04
1549,4.72E-04
1550,1.08E-03
1551,1.29E-03
1552,1.07E-03
1553,4.55E-04
1554,-4.33E-04
1555,-1.41E-03
1556,-2.27E-03
1557,-2.82E-03
1558,-2.89E-03
1559,-2.43E-03
1560,-1.53E-03
1561,-3.67E-04
1562,8.08E-04
1563,1.76E-03
1564,2.32E-03
1565,2.45E-03
1566,2.18E-03
1567,1.63E-03
1568,9.26E-04
1569,2.24E-04
1570,-3.59E-04
1571,-7.28E-04
1572,-8.34E-04
1573,-6.68E-04
1574,-2.71E-04
1575,3.01E-04
1576,9.51E-04
1577,1.59E-03
1578,2.14E-03
1579,2.53E-03
1580,2.70E-03
1581,2.63E-03
1582,2.34E-03
1583,1.83E-03
1584,1.18E-03
1585,4.42E-04
1586,-2.83E-04
1587,-8.97E-04
1588,-1.31E-03
1589,-1.44E-03
1590,-1.27E-03
1591,-8.39E-04
1592,-2.31E-04
1593,4.07E-04
1594,9.18E-04
1595,1.18E-03
1596,1.15E-03
1597,8.26E-04
1598,3.03E-04
1599,-3.02E-04
1600,-8.60E-04
1601,-1.25E-03
1602,-1.40E-03
1603,-1.28E-03
1604,-9.09E-04
1605,-3.85E-04
1606,1.77E-04
1607,6.55E-04
1608,9.45E-04
1609,9.85E-04
1610,7.58E-04
1611,2.97E-04
1612,-3.35E-04
1613,-1.05E-03
1614,-1.72E-03
1615,-2.25E-03
1616,-2.54E-03
1617,-2.52E-03
1618,-2.21E-03
1619,-1.67E-03
1620,-1.07E-03
1621,-5.76E-04
1622,-3.14E-04
1623,-3.24E-04
1624,-5.49E-04
1625,-8.59E-04
1626,-1.11E-03
1627,-1.17E-03
1628,-9.95E-04
1629,-5.92E-04
1630,-2.36E-05
1631,6.10E-04
1632,1.22E-03
1633,1.72E-03
1634,2.09E-03
1635,2.31E-03
1636,2.40E-03
1637,2.37E-03
1638,2.28E-03
1639,2.13E-03
1640,1.96E-03
1641,1.79E-03
1642,1.62E-03
1643,1.48E-03
1644,1.36E-03
1645,1.26E-03
1646,1.19E-03
1647,1.13E-03
1648,1.09E-03
1649,1.04E-03
1650,9.81E-04
1651,8.94E-04
1652,7.60E-04
1653,5.67E-04
1654,3.05E-04
1655,-2.70E-05
1656,-4.16E-04
1657,-8.33E-04
1658,-1.23E-03
1659,-1.56E-03
1660,-1.75E-03
1661,-1.75E-03
1662,-1.54E-03
1663,-1.17E-03
1664,-7.07E-04
1665,-2.62E-04
1666,8.08E-05
1667,2.86E-04
1668,3.68E-04
1669,3.71E-04
1670,3.45E-04
1671,3.25E-04
1672,3.30E-04
1673,3.64E-04
1674,4.21E-04
1675,4.87E-04
1676,5.48E-04
1677,5.89E-04
1678,5.96E-04
1679,5.58E-04
1680,4.67E-04
1681,3.18E-04
1682,1.11E-04
1683,-1.52E-04
1684,-4.61E-04
1685,-7.96E-04
1686,-1.13E-03
1687,-1.43E-03
1688,-1.66E-03
1689,-1.76E-03
1690,-1.72E-03
1691,-1.54E-03
1692,-1.27E-03
1693,-9.76E-04
1694,-7.33E-04
1695,-5.79E-04
1696,-5.14E-04
1697,-5.03E-04
1698,-4.91E-04
1699,-4.27E-04
1700,-2.77E-04
1701,-3.00E-05
1702,3.04E-04
1703,6.97E-04
1704,1.11E-03
1705,1.51E-03
1706,1.85E-03
1707,2.11E-03
1708,2.28E-03
1709,2.37E-03
1710,2.37E-03
1711,2.30E-03
1712,2.18E-03
1713,2.02E-03
1714,1.82E-03
1715,1.61E-03
1716,1.39E-03
1717,1.16E-03
1718,9.37E-04
1719,7.21E-04
1720,5.14E-04
1721,3.20E-04
1722,1.43E-04
1723,-1.27E-05
1724,-1.44E-04
1725,-2.48E-04
1726,-3.32E-04
1727,-4.08E-04
1728,-4.99E-04
1729,-6.29E-04
1730,-8.17E-04
1731,-1.06E-03
1732,-1.32E-03
1733,-1.55E-03
1734,-1.66E-03
1735,-1.60E-03
1736,-1.34E-03
1737,-9.18E-04
1738,-4.01E-04
1739,1.16E-04
1740,5.49E-04
1741,8.39E-04
1742,9.63E-04
1743,9.30E-04
1744,7.67E-04
1745,5.13E-04
1746,2.10E-04
1747,-1.01E-04
1748,-3.70E-04
1749,-5.66E-04
1750,-6.63E-04
1751,-6.44E-04
1752,-5.06E-04
1753,-2.70E-04
1754,3.63E-05
1755,3.57E-04
1756,6.38E-04
1757,8.17E-04
1758,8.42E-04
1759,6.85E-04
1760,3.42E-04
1761,-1.54E-04
1762,-7.36E-04
1763,-1.31E-03
1764,-1.75E-03
1765,-1.97E-03
1766,-1.89E-03
1767,-1.50E-03
1768,-8.59E-04
1769,-8.98E-05
1770,6.64E-04
1771,1.27E-03
1772,1.64E-03
1773,1.74E-03
1774,1.60E-03
1775,1.27E-03
1776,8.25E-04
1777,3.43E-04
1778,-1.01E-04
1779,-4.47E-04
1780,-6.48E-04
1781,-6.85E-04
1782,-5.58E-04
1783,-2.88E-04
1784,8.74E-05
1785,5.22E-04
1786,9.50E-04
1787,1.32E-03
1788,1.57E-03
1789,1.66E-03
1790,1.56E-03
1791,1.27E-03
1792,8.02E-04
1793,1.99E-04
1794,-4.66E-04
1795,-1.10E-03
1796,-1.60E-03
1797,-1.86E-03
1798,-1.84E-03
1799,-1.51E-03
1800,-9.38E-04
1801,-2.45E-04
1802,4.18E-04
1803,9.14E-04
1804,1.15E-03
1805,1.09E-03
1806,7.78E-04
1807,2.84E-04
1808,-2.88E-04
1809,-8.24E-04
1810,-1.23E-03
1811,-1.42E-03
1812,-1.37E-03
1813,-1.08E-03
1814,-6.08E-04
1815,-2.03E-05
1816,5.86E-04
1817,1.12E-03
1818,1.49E-03
1819,1.65E-03
1820,1.57E-03
1821,1.26E-03
1822,7.48E-04
1823,9.11E-05
1824,-6.31E-04
1825,-1.32E-03
1826,-1.88E-03
1827,-2.21E-03
1828,-2.23E-03
1829,-1.94E-03
1830,-1.37E-03
1831,-6.26E-04
1832,1.40E-04
1833,7.82E-04
1834,1.19E-03
1835,1.32E-03
1836,1.19E-03
1837,8.72E-04
1838,4.63E-04
1839,5.79E-05
1840,-2.65E-04
1841,-4.51E-04
1842,-4.75E-04
1843,-3.38E-04
1844,-7.20E-05
1845,2.86E-04
1846,6.79E-04
1847,1.06E-03
1848,1.38E-03
1849,1.60E-03
1850,1.69E-03
1851,1.65E-03
1852,1.47E-03
1853,1.16E-03
1854,7.62E-04
1855,2.96E-04
1856,-1.89E-04
1857,-6.40E-04
1858,-1.00E-03
1859,-1.23E-03
1860,-1.29E-03
1861,-1.16E-03
1862,-8.85E-04
1863,-5.19E-04
1864,-1.50E-04
1865,1.27E-04
1866,2.48E-04
1867,1.85E-04
1868,-4.61E-05
1869,-3.84E-04
1870,-7.56E-04
1871,-1.08E-03
1872,-1.29E-03
1873,-1.34E-03
1874,-1.21E-03
1875,-9.05E-04
1876,-4.80E-04
1877,9.23E-07
1878,4.62E-04
1879,8.35E-04
1880,1.08E-03
1881,1.17E-03
1882,1.14E-03
1883,9.92E-04
1884,7.83E-04
1885,5.47E-04
1886,3.17E-04
1887,1.20E-04
1888,-2.84E-05
1889,-1.19E-04
1890,-1.51E-04
1891,-1.30E-04
1892,-6.88E-05
1893,1.46E-05
1894,9.71E-05
1895,1.54E-04
1896,1.61E-04
1897,1.01E-04
1898,-3.10E-05
1899,-2.26E-04
1900,-4.57E-04
1901,-6.88E-04
1902,-8.77E-04
1903,-9.86E-04
1904,-9.86E-04
1905,-8.69E-04
1906,-6.46E-04
1907,-3.48E-04
1908,-2.26E-05
1909,2.81E-04
1910,5.21E-04
1911,6.77E-04
1912,7.47E-04
1913,7.51E-04
1914,7.14E-04
1915,6.65E-04
1916,6.25E-04
1917,6.11E-04
1918,6.27E-04
1919,6.72E-04
1920,7.38E-04
1921,8.13E-04
1922,8.87E-04
1923,9.45E-04
1924,9.77E-04
1925,9.71E-04
1926,9.21E-04
1927,8.22E-04
1928,6.74E-04
1929,4.80E-04
1930,2.49E-04
1931,-6.42E-06
1932,-2.69E-04
1933,-5.19E-04
1934,-7.40E-04
1935,-9.16E-04
1936,-1.04E-03
1937,-1.10E-03
1938,-1.11E-03
1939,-1.07E-03
1940,-9.84E-04
1941,-8.79E-04
1942,-7.70E-04
1943,-6.76E-04
1944,-6.10E-04
1945,-5.74E-04
1946,-5.59E-04
1947,-5.48E-04
1948,-5.23E-04
1949,-4.69E-04
1950,-3.79E-04
1951,-2.55E-04
1952,-1.03E-04
1953,6.43E-05
1954,2.33E-04
1955,3.89E-04
1956,5.22E-04
1957,6.20E-04
1958,6.81E-04
1959,7.02E-04
1960,6.85E-04
1961,6.39E-04
1962,5.70E-04
1963,4.90E-04
1964,4.08E-04
1965,3.32E-04
1966,2.67E-04
1967,2.17E-04
1968,1.82E-04
1969,1.62E-04
1970,1.53E-04
1971,1.51E-04
1972,1.52E-04
1973,1.53E-04
1974,1.49E-04
1975,1.38E-04
1976,1.18E-04
1977,9.06E-05
1978,5.80E-05
1979,2.47E-05
1980,-3.48E-06
1981,-2.12E-05
1982,-2.44E-05
1983,-1.12E-05
1984,1.72E-05
1985,5.87E-05
1986,1.08E-04
1987,1.60E-04
1988,2.10E-04
1989,2.51E-04
1990,2.79E-04
1991,2.93E-04
1992,2.89E-04
1993,2.68E-04
1994,2.32E-04
1995,1.82E-04
1996,1.22E-04
1997,5.44E-05
1998,-1.55E-05
1999,-8.53E-05
2000,-1.52E-04
2001,-2.12E-04
2002,-2.63E-04
2003,-3.05E-04
2004,-3.36E-04
2005,-3.55E-04
2006,-3.64E-04
2007,-0.000364009
2008,-3.57E-04
2009,-3.48E-04
2010,-3.39E-04
2011,-3.35E-04
2012,-3.38E-04
2013,-3.49E-04
2014,-3.67E-04
2015,-3.90E-04
2016,-4.12E-04
2017,-4.30E-04
2018,-4.37E-04
2019,-4.29E-04
2020,-4.01E-04
2021,-3.53E-04
2022,-2.83E-04
2023,-1.94E-04
2024,-9.29E-05
2025,1.38E-05
2026,1.17E-04
2027,2.08E-04
2028,2.79E-04
2029,3.27E-04
2030,3.52E-04
2031,3.58E-04
2032,3.49E-04
2033,3.35E-04
2034,3.21E-04
2035,3.14E-04
2036,3.19E-04
2037,3.36E-04
2038,3.66E-04
2039,4.05E-04
2040,4.49E-04
2041,4.90E-04
2042,5.23E-04
2043,5.38E-04
2044,5.32E-04
2045,4.99E-04
2046,4.38E-04
2047,3.51E-04
2048,2.44E-04
2049,1.25E-04
2050,3.32E-06
2051,-1.09E-04
2052,-2.01E-04
2053,-2.64E-04
2054,-2.89E-04
2055,-2.74E-04
2056,-2.19E-04
2057,-1.31E-04
2058,-2.21E-05
2059,8.94E-05
2060,1.85E-04
2061,2.48E-04
2062,2.66E-04
2063,2.36E-04
2064,1.63E-04
2065,5.83E-05
2066,-6.51E-05
2067,-1.92E-04
2068,-3.09E-04
2069,-4.05E-04
2070,-4.71E-04
2071,-5.03E-04
2072,-5.00E-04
2073,-4.65E-04
2074,-4.05E-04
2075,-3.32E-04
2076,-2.64E-04
2077,-2.17E-04
2078,-2.06E-04
2079,-2.38E-04
2080,-3.10E-04
2081,-4.10E-04
2082,-5.16E-04
2083,-6.02E-04
2084,-6.44E-04
2085,-6.21E-04
2086,-5.24E-04
2087,-3.56E-04
2088,-1.33E-04
2089,1.17E-04
2090,3.62E-04
2091,5.70E-04
2092,7.17E-04
2093,7.90E-04
2094,7.87E-04
2095,7.18E-04
2096,5.99E-04
2097,4.49E-04
2098,2.91E-04
2099,1.43E-04
2100,2.60E-05
2101,-4.55E-05
2102,-5.96E-05
2103,-1.04E-05
2104,1.01E-04
2105,2.64E-04
2106,4.58E-04
2107,6.55E-04
2108,8.24E-04
2109,9.34E-04
2110,9.63E-04
2111,9.01E-04
2112,7.51E-04
2113,5.28E-04
2114,2.53E-04
2115,-4.71E-05
2116,-3.47E-04
2117,-6.20E-04
2118,-8.42E-04
2119,-9.91E-04
2120,-1.05E-03
2121,-1.01E-03
2122,-8.64E-04
2123,-6.46E-04
2124,-3.87E-04
2125,-1.36E-04
2126,5.72E-05
2127,1.58E-04
2128,1.53E-04
2129,5.65E-05
2130,-9.76E-05
2131,-2.64E-04
2132,-3.98E-04
2133,-4.65E-04
2134,-4.44E-04
2135,-3.31E-04
2136,-1.42E-04
2137,9.75E-05
2138,3.51E-04
2139,5.82E-04
2140,7.56E-04
2141,8.50E-04
2142,8.49E-04
2143,7.49E-04
2144,5.57E-04
2145,2.90E-04
2146,-2.92E-05
2147,-3.68E-04
2148,-6.89E-04
2149,-9.48E-04
2150,-1.10E-03
2151,-1.12E-03
2152,-9.84E-04
2153,-7.00E-04
2154,-3.09E-04
2155,1.17E-04
2156,4.96E-04
2157,7.56E-04
2158,8.50E-04
2159,7.68E-04
2160,5.28E-04
2161,1.73E-04
2162,-2.41E-04
2163,-6.55E-04
2164,-1.01E-03
2165,-1.24E-03
2166,-1.32E-03
2167,-1.21E-03
2168,-9.14E-04
2169,-4.63E-04
2170,8.85E-05
2171,6.66E-04
2172,1.19E-03
2173,1.60E-03
2174,1.84E-03
2175,1.92E-03
2176,1.84E-03
2177,1.63E-03
2178,1.35E-03
2179,1.02E-03
2180,6.81E-04
2181,3.69E-04
2182,1.02E-04
2183,-1.03E-04
2184,-2.36E-04
2185,-2.95E-04
2186,-2.85E-04
2187,-2.18E-04
2188,-1.13E-04
2189,8.22E-07
2190,9.16E-05
2191,1.23E-04
2192,6.37E-05
2193,-1.08E-04
2194,-3.96E-04
2195,-7.76E-04
2196,-1.19E-03
2197,-1.58E-03
2198,-1.83E-03
2199,-1.87E-03
2200,-1.65E-03
2201,-1.20E-03
2202,-5.89E-04
2203,5.16E-05
2204,6.02E-04
2205,9.75E-04
2206,1.14E-03
2207,1.10E-03
2208,9.02E-04
2209,5.92E-04
2210,2.26E-04
2211,-1.48E-04
2212,-4.83E-04
2213,-7.42E-04
2214,-8.93E-04
2215,-9.18E-04
2216,-8.05E-04
2217,-5.62E-04
2218,-2.11E-04
2219,2.04E-04
2220,6.29E-04
2221,1.00E-03
2222,1.26E-03
2223,1.37E-03
2224,1.30E-03
2225,1.07E-03
2226,7.16E-04
2227,2.76E-04
2228,-1.93E-04
2229,-6.37E-04
2230,-1.01E-03
2231,-1.26E-03
2232,-1.37E-03
2233,-1.32E-03
2234,-1.13E-03
2235,-8.09E-04
2236,-4.29E-04
2237,-5.39E-05
2238,2.48E-04
2239,4.27E-04
2240,4.68E-04
2241,3.86E-04
2242,2.28E-04
2243,5.44E-05
2244,-8.06E-05
2245,-1.34E-04
2246,-8.29E-05
2247,7.28E-05
2248,3.14E-04
2249,6.09E-04
2250,9.16E-04
2251,1.20E-03
2252,1.42E-03
2253,1.56E-03
2254,1.61E-03
2255,1.57E-03
2256,1.44E-03
2257,1.24E-03
2258,9.86E-04
2259,7.01E-04
2260,4.01E-04
2261,1.04E-04
2262,-1.75E-04
2263,-4.18E-04
2264,-6.14E-04
2265,-7.47E-04
2266,-8.08E-04
2267,-7.88E-04
2268,-6.92E-04
2269,-5.43E-04
2270,-3.79E-04
2271,-2.54E-04
2272,-2.20E-04
2273,-3.07E-04
2274,-5.10E-04
2275,-7.94E-04
2276,-1.10E-03
2277,-1.39E-03
2278,-1.59E-03
2279,-1.67E-03
2280,-1.60E-03
2281,-1.39E-03
2282,-1.04E-03
2283,-6.06E-04
2284,-1.46E-04
2285,2.75E-04
2286,6.00E-04
2287,8.00E-04
2288,8.72E-04
2289,8.40E-04
2290,7.39E-04
2291,6.10E-04
2292,4.84E-04
2293,3.87E-04
2294,3.31E-04
2295,3.20E-04
2296,3.51E-04
2297,4.16E-04
2298,5.03E-04
2299,5.98E-04
2300,6.87E-04
2301,7.54E-04
2302,7.84E-04
2303,7.66E-04
2304,6.91E-04
2305,5.56E-04
2306,3.61E-04
2307,1.18E-04
2308,-1.57E-04
2309,-4.41E-04
2310,-7.03E-04
2311,-9.13E-04
2312,-1.04E-03
2313,-1.05E-03
2314,-9.43E-04
2315,-7.17E-04
2316,-4.05E-04
2317,-5.72E-05
2318,2.69E-04
2319,5.22E-04
2320,6.77E-04
2321,7.29E-04
2322,7.01E-04
2323,6.21E-04
2324,5.21E-04
2325,4.29E-04
2326,3.61E-04
2327,3.31E-04
2328,3.40E-04
2329,3.89E-04
2330,4.73E-04
2331,5.81E-04
2332,7.03E-04
2333,8.27E-04
2334,9.38E-04
2335,1.02E-03
2336,1.06E-03
2337,1.05E-03
2338,9.79E-04
2339,8.41E-04
2340,6.41E-04
2341,3.88E-04
2342,9.61E-05
2343,-2.17E-04
2344,-5.31E-04
2345,-8.25E-04
2346,-1.08E-03
2347,-1.27E-03
2348,-1.38E-03
2349,-1.41E-03
2350,-1.36E-03
2351,-1.24E-03
2352,-1.09E-03
2353,-9.56E-04
2354,-8.71E-04
2355,-8.62E-04
2356,-9.28E-04
2357,-1.04E-03
2358,-1.16E-03
2359,-1.23E-03
2360,-1.21E-03
2361,-1.07E-03
2362,-8.15E-04
2363,-4.58E-04
2364,-4.30E-05
2365,3.84E-04
2366,7.78E-04
2367,1.11E-03
2368,1.35E-03
2369,1.50E-03
2370,1.57E-03
2371,1.56E-03
2372,1.50E-03
2373,1.40E-03
2374,1.27E-03
2375,1.13E-03
2376,9.89E-04
2377,8.52E-04
2378,7.30E-04
2379,6.27E-04
2380,5.47E-04
2381,4.89E-04
2382,4.53E-04
2383,4.36E-04
2384,4.32E-04
2385,4.33E-04
2386,4.25E-04
2387,3.97E-04
2388,3.34E-04
2389,2.26E-04
2390,6.64E-05
2391,-1.41E-04
2392,-3.87E-04
2393,-6.42E-04
2394,-8.78E-04
2395,-1.06E-03
2396,-1.15E-03
2397,-1.14E-03
2398,-1.01E-03
2399,-7.89E-04
2400,-5.13E-04
2401,-2.19E-04
2402,4.59E-05
2403,2.56E-04
2404,3.94E-04
2405,4.64E-04
2406,4.78E-04
2407,4.53E-04
2408,4.14E-04
2409,3.76E-04
2410,3.55E-04
2411,3.61E-04
2412,3.98E-04
2413,4.59E-04
2414,5.43E-04
2415,6.38E-04
2416,7.33E-04
2417,8.15E-04
2418,8.71E-04
2419,8.93E-04
2420,8.64E-04
2421,7.83E-04
2422,6.44E-04
2423,4.47E-04
2424,1.97E-04
2425,-9.79E-05
2426,-4.22E-04
2427,-7.53E-04
2428,-1.07E-03
2429,-1.34E-03
2430,-1.54E-03
2431,-1.64E-03
2432,-1.65E-03
2433,-1.56E-03
2434,-1.39E-03
2435,-1.20E-03
2436,-1.01E-03
2437,-8.49E-04
2438,-7.19E-04
2439,-6.11E-04
2440,-4.98E-04
2441,-3.57E-04
2442,-1.76E-04
2443,5.04E-05
2444,3.08E-04
2445,5.80E-04
2446,8.44E-04
2447,1.08E-03
2448,1.29E-03
2449,1.44E-03
2450,1.55E-03
2451,1.61E-03
2452,1.63E-03
2453,1.60E-03
2454,1.54E-03
2455,1.46E-03
2456,1.35E-03
2457,1.21E-03
2458,1.07E-03
2459,9.10E-04
2460,7.46E-04
2461,5.80E-04
2462,4.23E-04
2463,2.77E-04
2464,1.46E-04
2465,3.90E-05
2466,-4.49E-05
2467,-1.07E-04
2468,-1.53E-04
2469,-1.93E-04
2470,-2.41E-04
2471,-3.10E-04
2472,-4.11E-04
2473,-5.46E-04
2474,-7.06E-04
2475,-8.77E-04
2476,-1.03E-03
2477,-1.14E-03
2478,-1.18E-03
2479,-1.15E-03
2480,-1.03E-03
2481,-8.50E-04
2482,-6.18E-04
2483,-3.67E-04
2484,-1.24E-04
2485,9.15E-05
2486,2.67E-04
2487,3.99E-04
2488,4.93E-04
2489,5.58E-04
2490,6.05E-04
2491,6.44E-04
2492,6.80E-04
2493,7.18E-04
2494,7.57E-04
2495,7.96E-04
2496,8.31E-04
2497,8.57E-04
2498,8.69E-04
2499,8.61E-04
2500,8.28E-04
2501,7.69E-04
2502,6.80E-04
2503,5.61E-04
2504,4.12E-04
2505,2.38E-04
2506,4.16E-05
2507,-1.68E-04
2508,-3.83E-04
